final_model,status,risk,probability,agreement,reason,lstm_prob,rf_prob,agreement_score
Both Models,Normal,Low,0.02842264249920845,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05735765879201292,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.047249723225831985,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.6475396825396825,Low,Decision based on Random Forest with threshold logic,0.035883255302906036,0.6475396825396825,0.3883435727632235
Both Models,Normal,Low,0.0286009069532156,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020451035350561142,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022270768880844116,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024016041308641434,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025823993608355522,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022899771109223366,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01843593642115593,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01778232678771019,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016882747411727905,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015791030600667,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016289278864860535,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016839254647493362,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017643840983510017,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01957181841135025,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018355807289481163,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016979588195681572,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016255494207143784,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017054172232747078,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018241675570607185,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020276455208659172,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025526201352477074,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.035965695977211,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04255250096321106,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.037186399102211,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.026069259271025658,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023799682036042213,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02704017423093319,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024249469861388206,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020172180607914925,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02014266513288021,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02022148296236992,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023215018212795258,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025096813216805458,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025027090683579445,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019683897495269775,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018286142498254776,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019263774156570435,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01986052468419075,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019164102151989937,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02445387654006481,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02838219329714775,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02531989850103855,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021137500181794167,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01742767170071602,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029278887435793877,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.07364259660243988,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.11513744294643402,High,Decision based on LSTM with threshold logic,0.11513744294643402,0.001098074900618861,0.8859606319541848
LSTM,Suspicious,Medium,0.161818265914917,High,Decision based on LSTM with threshold logic,0.161818265914917,0.0007932085439781787,0.8389749426290611
LSTM,Suspicious,Medium,0.24924473464488983,High,Decision based on LSTM with threshold logic,0.24924473464488983,0.0652204316395595,0.8159756969946697
LSTM,Suspicious,Medium,0.18180033564567566,High,Decision based on LSTM with threshold logic,0.18180033564567566,0.0014228472068039389,0.8196225115611283
LSTM,Suspicious,Medium,0.10079416632652283,High,Decision based on LSTM with threshold logic,0.10079416632652283,0.0010348992173223857,0.9002407328907995
Both Models,Normal,Low,0.05987012758851051,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04515719413757324,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.7907483027365454,Low,Decision based on Random Forest with threshold logic,0.04727894812822342,0.7907483027365454,0.256530645391678
Both Models,Normal,Low,0.06004559248685837,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04253114014863968,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03791799725141554,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03970560058951378,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Critical,Very High,0.9248908296943231,Low,Decision based on Random Forest with threshold logic,0.037397198379039764,0.9248908296943231,0.11250636868471664
Both Models,Normal,Low,0.032897789031267166,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04910817742347717,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.07433126121759415,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.615799392213798,Low,Decision based on Random Forest with threshold logic,0.13713739812374115,0.615799392213798,0.5213380059099432
LSTM,Suspicious,Medium,0.39064669609069824,Low,Decision based on LSTM with threshold logic,0.39064669609069824,0.0009424002434286283,0.6102957041527304
LSTM,Anomaly,High,0.5439563989639282,Low,Decision based on LSTM with threshold logic,0.5439563989639282,0.0008858718921353744,0.4569294729282072
LSTM,Suspicious,Medium,0.45629674196243286,Low,Decision based on LSTM with threshold logic,0.45629674196243286,0.0010795187881635839,0.5447827768257307
LSTM,Suspicious,Medium,0.27543705701828003,Low,Decision based on LSTM with threshold logic,0.27543705701828003,0.001981712029163384,0.7265446550108834
LSTM,Suspicious,Medium,0.18331703543663025,High,Decision based on LSTM with threshold logic,0.18331703543663025,0.0008878349570916177,0.8175707995204613
LSTM,Suspicious,Medium,0.1440327912569046,High,Decision based on LSTM with threshold logic,0.1440327912569046,0.0017492878290142932,0.8577164965721097
LSTM,Suspicious,Medium,0.14625009894371033,High,Decision based on LSTM with threshold logic,0.14625009894371033,0.007989006985997846,0.8617389080422875
LSTM,Suspicious,Medium,0.14741164445877075,High,Decision based on LSTM with threshold logic,0.14741164445877075,0.010177653149104298,0.8627660086903335
Random Forest,Suspicious,Medium,0.36542672336309423,High,Decision based on Random Forest with threshold logic,0.23123297095298767,0.36542672336309423,0.8658062475898934
Random Forest,Anomaly,High,0.6687163892445582,Low,Decision based on Random Forest with threshold logic,0.36620885133743286,0.6687163892445582,0.6974924620928746
LSTM,Suspicious,Medium,0.20151041448116302,High,Decision based on LSTM with threshold logic,0.20151041448116302,0.00573817501509757,0.8042277605339345
LSTM,Suspicious,Medium,0.1211806908249855,High,Decision based on LSTM with threshold logic,0.1211806908249855,0.0035019046251028173,0.8823212138001173
Both Models,Normal,Low,0.07138343900442123,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06071705371141434,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06558007746934891,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05068450190416281,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Suspicious,Medium,0.36087432116905355,Low,Decision based on Random Forest with threshold logic,0.029012585058808327,0.36087432116905355,0.6681382638897548
Random Forest,Anomaly,High,0.8542329863693706,Low,Decision based on Random Forest with threshold logic,0.03174115717411041,0.8542329863693706,0.1775081708047398
Both Models,Normal,Low,0.02235211245715618,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01874949038028717,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019754532724618912,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022169096395373344,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.08237233315322888,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02149832248687744,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021030178293585777,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023647883906960487,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024397600442171097,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022654568776488304,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019385069608688354,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017292330041527748,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0155530646443367,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01593296229839325,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016116462647914886,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016606561839580536,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017925266176462173,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016852403059601784,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017971357330679893,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021403545513749123,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023252490907907486,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.030575912445783615,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03309277445077896,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029690803959965706,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03660435229539871,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06428244709968567,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05799556523561478,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.039492856711149216,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023454740643501282,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017209211364388466,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01854700595140457,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.026841148734092712,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02923322096467018,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.032908547669649124,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.046000733971595764,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.035045720636844635,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024166755378246307,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022100960835814476,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020289909094572067,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.07018896152400252,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.026313908398151398,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04642472043633461,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.07210370898246765,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.07169300249276253,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.595,Low,Decision based on Random Forest with threshold logic,0.06296712160110474,0.595,0.46796712160110476
Both Models,Normal,Low,0.04546426236629486,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03394657000899315,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03175816312432289,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.6994150010143297,Low,Decision based on Random Forest with threshold logic,0.031128112226724625,0.6994150010143297,0.3317131112123949
Both Models,Normal,Low,0.05625510588288307,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.1589258313179016,High,Decision based on LSTM with threshold logic,0.1589258313179016,0.003346452712583115,0.8444206213946814
LSTM,Suspicious,Medium,0.23245607316493988,High,Decision based on LSTM with threshold logic,0.23245607316493988,0.11414931385933956,0.8816932406943997
LSTM,Suspicious,Medium,0.2950637936592102,Low,Decision based on LSTM with threshold logic,0.2950637936592102,0.02826743535178974,0.7332036416925796
Random Forest,Anomaly,High,0.8538976812661022,Low,Decision based on Random Forest with threshold logic,0.23321735858917236,0.8538976812661022,0.37931967732307015
LSTM,Suspicious,Medium,0.15110328793525696,High,Decision based on LSTM with threshold logic,0.15110328793525696,0.015330673599038756,0.8642273856637818
Both Models,Normal,Low,0.04131333902478218,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024197330698370934,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023188281804323196,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021895354613661766,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023525943979620934,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022654933854937553,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023020708933472633,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02054937742650509,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Critical,Very High,0.9188270038490244,Low,Decision based on Random Forest with threshold logic,0.02049299329519272,0.9188270038490244,0.10166598944616834
Both Models,Normal,Low,0.017814980819821358,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018857577815651894,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023122942075133324,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025617536157369614,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02331795170903206,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019884545356035233,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018551798537373543,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01712864264845848,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017175495624542236,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01938961260020733,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02031753957271576,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01998716965317726,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02285522222518921,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0224728025496006,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02777697890996933,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0479791983962059,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.09150408953428268,High,Decision based on LSTM with threshold logic,0.09150408953428268,0.007197738729502268,0.9156936491952196
LSTM,Suspicious,Medium,0.1817014515399933,High,Decision based on LSTM with threshold logic,0.1817014515399933,0.001067988995250773,0.8193665374552574
LSTM,Suspicious,Medium,0.29775169491767883,Low,Decision based on LSTM with threshold logic,0.29775169491767883,0.0017505920504298264,0.703998897132751
LSTM,Suspicious,Medium,0.3086743950843811,Low,Decision based on LSTM with threshold logic,0.3086743950843811,0.0036461838178057765,0.6949717887334247
LSTM,Suspicious,Medium,0.20421242713928223,Low,Decision based on LSTM with threshold logic,0.20421242713928223,0.0026719375860410465,0.7984595104467588
LSTM,Suspicious,Medium,0.17065612971782684,High,Decision based on LSTM with threshold logic,0.17065612971782684,0.0013519257372628715,0.830695796019436
LSTM,Suspicious,Medium,0.1609814316034317,High,Decision based on LSTM with threshold logic,0.1609814316034317,0.0009234244688999517,0.8399419928654682
LSTM,Suspicious,Medium,0.14066894352436066,High,Decision based on LSTM with threshold logic,0.14066894352436066,0.0012043516211752605,0.8605354080968146
LSTM,Suspicious,Medium,0.10351654142141342,High,Decision based on LSTM with threshold logic,0.10351654142141342,0.0010369204072974393,0.897520378985884
Both Models,Normal,Low,0.05659516528248787,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04151687766079597,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029570823535323143,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05996174964257714,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025941306725144386,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.028609666973352432,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023713557049632072,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017959486693143845,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016967635601758957,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018017828464508057,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020778771489858627,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018983514979481697,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0169906597584486,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015388731844723225,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.015513329766690731,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02024167962372303,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.033168841153383255,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04743698611855507,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.07587441802024841,High,Decision based on LSTM with threshold logic,0.07587441802024841,0.00348078784036568,0.9276063698201172
LSTM,Suspicious,Medium,0.09225781261920929,High,Decision based on LSTM with threshold logic,0.09225781261920929,0.0016254836737862577,0.9093676710545769
LSTM,Suspicious,Medium,0.08504600077867508,High,Decision based on LSTM with threshold logic,0.08504600077867508,0.0023507595253625664,0.9173047587466875
Both Models,Normal,Low,0.05925058200955391,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.041758302599191666,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029355907812714577,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.060570205779362396,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020281502977013588,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021444171667099,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04168450567874876,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.7460735678138173,Low,Decision based on Random Forest with threshold logic,0.01992838829755783,0.7460735678138173,0.27385482048374055
Random Forest,Suspicious,Medium,0.46621338531757217,Low,Decision based on Random Forest with threshold logic,0.02392774261534214,0.46621338531757217,0.55771435729777
Both Models,Normal,Low,0.02664923295378685,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021466147154569626,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06630328591016933,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017782077193260193,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01797766238451004,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04224880157489044,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020236536860466003,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019714606925845146,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018841739743947983,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01813221164047718,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018033701926469803,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019465217366814613,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023000555112957954,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029596904292702675,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.038112472742795944,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029040081426501274,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.0207001231610775,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016829362139105797,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.016565274447202682,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018475903198122978,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02079508639872074,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.023801755160093307,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.022823011502623558,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.020954638719558716,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02041923999786377,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019409513100981712,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018149344250559807,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018580375239253044,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01716705784201622,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019696177914738655,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03198610618710518,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04324115812778473,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04053772613406181,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.03571454808115959,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.025201886892318726,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.017594732344150543,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01628945954144001,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01726561039686203,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
